0	8	9	13	
0.000916197	9	9	13	
0.00310585	9	7	13	
0.00397996	9	7	11	
0.00767064	9	8	11	
0.010006	10	8	11	
0.0121214	10	9	11	
0.012139	10	9	12	
0.0160193	10	7	12	
0.0170147	8	7	12	
0.0179346	8	7	13	
0.0189622	8	7	14	
0.0194882	8	5	14	
0.0245285	6	5	14	
0.0249353	4	5	14	
0.0286016	5	5	14	
0.028821	5	5	12	
0.0350571	5	5	10	
0.0358368	5	5	11	
0.0363053	5	6	11	
0.0400912	5	6	12	
0.0409727	5	6	10	
0.042487	5	6	11	
0.0425521	6	6	11	
0.0474906	6	6	12	
0.0477043	6	6	10	
0.0481079	6	7	10	
0.049367	6	5	10	
0.0530521	6	5	8	
0.0533501	7	5	8	
0.0536087	7	3	8	
0.0588876	8	3	8	
0.0632676	8	3	6	
0.0635747	9	3	6	
0.0646734	10	3	6	
0.0648245	8	3	6	
0.0649589	8	3	7	
0.0667551	9	3	7	
0.0672014	9	3	8	
0.0712308	7	3	8	
0.0714214	8	3	8	
0.0723033	8	4	8	
0.0760536	9	4	8	
0.0761038	9	5	8	
0.0761491	7	5	8	
0.0821857	7	5	6	
0.0835507	8	5	6	
0.084722	9	5	6	
0.0857441	9	6	6	
0.0859842	10	6	6	
0.0962477	10	7	6	
0.0972888	8	7	6	
0.10054	8	8	6	
0.104023	8	9	6	
0.104376	6	9	6	
0.104747	6	10	6	
0.104767	7	10	6	
0.11505	7	8	6	
0.115185	7	8	4	
0.11605	7	8	2	
0.121396	7	8	3	
0.124126	7	9	3	
0.124924	7	10	3	
0.12907	8	10	3	
0.137961	8	10	4	
0.139897	8	8	4	
0.142736	9	8	4	
0.142788	10	8	4	
0.145032	10	6	4	
0.145594	10	6	5	
0.146489	8	6	5	
0.147175	8	7	5	
0.150994	8	8	5	
0.153022	6	8	5	
0.153647	6	8	6	
0.15908	4	8	6	
0.163946	4	8	7	
0.164399	4	9	7	
0.165478	4	9	8	
0.16615	2	9	8	
0.168145	3	9	8	
0.171506	3	9	9	
