0	8	9	13	
0.000401273	8	7	13	
0.00149206	8	8	13	
0.00156015	8	8	11	
0.00468278	8	9	11	
0.00511922	8	7	11	
0.00524886	8	5	11	
0.0062754	8	5	9	
0.00717323	9	5	9	
0.00945252	7	5	9	
0.0143938	7	5	10	
0.0149591	5	5	10	
0.0153222	5	5	8	
0.0155152	5	6	8	
0.019448	5	4	8	
0.0207556	5	2	8	
0.0247379	6	2	7	
0.0291939	7	2	7	
0.0354469	8	2	7	
0.0357785	9	2	7	
0.0388519	10	2	7	
0.0421435	10	2	8	
0.0424129	10	2	9	
0.0499802	10	2	10	
0.052424	8	2	10	
0.0536925	8	2	8	
0.0547854	6	2	8	
0.0558284	6	2	6	
0.0583959	6	3	6	
0.059445	6	4	6	
0.0611818	5	5	6	
0.0634543	6	5	6	
0.0694372	4	5	6	
0.0769251	5	5	6	
0.0778092	5	5	7	
0.0788544	5	5	8	
0.080864	5	5	9	
0.0830321	5	6	9	
0.0835946	5	6	7	
0.0860187	5	6	5	
0.0879532	6	6	5	
0.0881655	6	6	6	
0.0888611	4	6	6	
0.0968576	4	7	6	
0.0970859	4	8	6	
0.0972991	4	8	7	
0.0975635	4	8	8	
0.0987126	4	9	8	
0.110793	4	8	9	
0.121518	4	8	10	
0.125454	4	9	9	
0.125872	4	9	10	
0.1306	4	9	8	
0.130755	4	9	9	
0.136198	5	9	9	
0.136477	6	9	9	
0.136545	6	9	7	
0.140515	6	9	5	
0.141458	6	10	5	
0.142829	7	10	5	
0.146188	7	11	5	
0.146299	7	9	5	
0.148282	7	10	5	
0.149123	7	11	5	
0.150813	7	9	5	
0.152759	5	9	5	
0.153966	6	9	5	
0.154721	6	10	5	
0.157823	7	10	5	
0.159606	7	8	5	
0.160247	7	6	5	
0.163886	8	6	5	
0.164569	6	6	5	
0.16708	6	7	4	
0.170409	6	5	4	
0.170468	4	5	4	
0.171828	4	6	4	
0.173316	5	6	4	
0.181142	6	6	4	
0.184836	6	6	5	
0.186538	6	4	5	
0.187642	6	4	6	
0.188855	7	4	6	
0.189621	8	4	6	
0.194667	9	4	6	
0.198637	9	4	7	
0.199403	9	4	5	
0.200038	7	4	5	
0.201114	7	5	5	
0.204638	7	5	3	
0.204705	7	5	4	
0.205282	7	6	4	
0.20844	8	6	4	
0.211992	8	6	5	
0.216509	8	7	5	
0.217527	8	8	5	
0.220457	8	6	5	
0.220762	8	7	5	
0.226879	8	7	3	
0.228395	8	5	3	
0.234076	8	6	3	
0.23585	8	6	4	
0.236061	8	7	4	
0.239024	8	8	4	
0.239931	8	6	4	
0.240146	8	6	5	
0.243137	9	6	5	
0.245131	7	6	5	
0.248195	7	4	5	
0.248591	7	5	5	
0.251979	7	5	6	
0.255221	8	5	6	
0.255526	8	6	6	
0.255912	8	6	7	
0.256882	8	4	7	
0.261921	7	4	8	
0.262175	7	5	8	
0.265261	5	5	8	
0.26854	5	3	8	
0.268617	5	4	8	
0.270444	6	4	8	
0.275604	6	4	9	
0.276671	6	5	9	
0.277522	6	6	9	
0.278973	6	4	9	
0.281229	6	4	7	
0.283932	6	5	7	
0.286988	7	5	7	
0.288609	5	5	7	
0.289179	6	5	7	
0.290608	6	6	7	
0.291906	6	4	7	
0.295621	4	4	7	
0.296764	4	5	7	
0.298093	4	6	7	
0.299117	5	6	7	
0.301244	6	6	7	
0.304413	7	6	7	
0.305921	8	6	7	
0.307266	8	7	6	
0.307608	8	7	7	
0.308549	8	7	8	
0.312242	8	7	6	
0.312842	8	5	6	
0.312987	6	5	6	
0.318994	6	5	7	
0.319408	6	5	5	
0.321013	5	5	6	
0.32195	5	5	7	
0.323134	5	6	7	
0.323247	5	7	7	
0.324084	6	7	7	
0.328198	6	8	7	
0.32822	6	8	8	
0.331527	6	6	8	
0.333327	6	6	9	
0.337615	6	6	10	
0.338481	4	6	10	
0.341835	4	6	11	
0.34312	5	6	11	
0.347441	3	6	11	
0.353091	4	6	11	
0.355534	4	6	12	
0.35856	5	6	12	
0.360167	5	6	10	
0.360342	6	6	10	
0.360418	7	6	10	
0.362968	7	7	10	
0.363252	5	7	10	
0.363773	5	5	10	
0.365555	5	5	11	
0.366281	6	5	11	
0.368857	6	5	9	
0.369727	6	5	7	
0.372148	6	5	8	
0.375236	6	3	8	
0.378645	6	4	8	
0.379262	6	4	9	
0.381395	7	4	9	
0.385703	7	4	7	
0.38673	5	4	7	
0.386855	6	4	7	
0.387353	6	4	8	
0.3886	6	4	9	
0.390933	7	4	9	
0.392539	8	4	9	
0.395804	8	4	10	
0.397123	8	5	10	
0.397582	8	5	11	
0.398605	9	5	11	
0.40488	7	5	11	
0.408513	8	5	11	
0.409462	8	5	12	
0.413337	8	6	12	
0.415752	6	6	12	
0.416606	4	6	12	
0.41924	4	7	12	
0.422609	4	7	13	
0.422613	5	7	13	
0.4234	6	7	13	
0.42408	6	7	14	
0.424708	6	7	12	
0.428219	7	7	12	
0.43375	7	7	13	
0.434	7	7	11	
0.438296	7	7	9	
0.438345	7	7	10	
0.439677	5	7	10	
0.440982	5	5	10	
0.441079	4	6	10	
0.442596	3	6	11	
0.447299	3	5	12	
0.447382	3	5	13	
0.449721	3	3	13	
0.449843	4	3	12	
0.451755	4	3	10	
0.453392	4	3	11	
0.455604	5	3	11	
0.45576	6	3	11	
0.45943	6	3	9	
0.461322	7	2	9	
0.464385	8	2	9	
0.469329	8	2	7	
0.474726	8	3	7	
0.481258	6	3	7	
0.482158	6	1	7	
0.482439	6	1	8	
0.48359	6	2	8	
0.483699	6	2	6	
0.486634	6	3	6	
0.488783	6	4	6	
0.488874	6	5	6	
0.490382	6	6	6	
0.49047	7	6	6	
0.492855	7	6	7	
0.498012	8	6	7	
0.501091	9	6	7	
0.503796	10	6	7	
0.503973	10	6	8	
0.504216	10	6	6	
0.508034	11	6	5	
0.512974	12	6	5	
0.516956	13	6	5	
0.518215	14	6	5	
0.520788	14	7	5	
0.520957	14	7	6	
0.525584	12	7	6	
0.526106	10	7	6	
0.526481	10	8	6	
0.526891	10	6	6	
0.527601	10	5	7	
0.528499	8	5	7	
0.531244	6	5	7	
0.532083	6	6	7	
0.53278	6	7	7	
0.533188	6	8	7	
0.533815	6	6	7	
0.534246	6	7	7	
0.535508	6	7	8	
0.536242	6	5	8	
0.536904	7	5	8	
0.54606	7	6	8	
0.549206	8	6	7	
0.549582	6	6	7	
0.55179	6	6	8	
0.552454	6	6	9	
0.552853	7	6	9	
0.55288	7	4	9	
0.5533	7	5	8	
0.554778	7	3	8	
0.556785	7	4	8	
0.557164	7	5	8	
0.564954	8	5	8	
0.566386	8	5	9	
0.567805	9	5	9	
0.568015	7	5	9	
0.568043	8	5	9	
0.570263	8	5	10	
0.570316	8	5	11	
0.572693	8	5	12	
0.573152	8	5	10	
0.577101	8	5	8	
0.577941	8	5	9	
0.578747	8	5	10	
0.57956	8	6	10	
0.583339	7	7	10	
0.584311	7	8	9	
0.586166	7	9	9	
0.594535	7	7	9	
0.597018	7	8	9	
0.602159	7	9	9	
0.602463	7	9	10	
0.603113	8	9	10	
0.604023	8	10	10	
0.605281	8	10	8	
0.60583	8	11	8	
0.606974	9	11	8	
0.608098	9	11	6	
0.608954	10	11	6	
0.612088	9	11	7	
0.613504	9	12	7	
0.613774	9	13	6	
0.613874	9	14	6	
0.616373	9	14	7	
0.616756	7	14	7	
0.616833	7	12	7	
0.617809	8	12	7	
0.622259	9	12	7	
