0	8	9	13	
0.000656659	8	9	14	
0.00168161	8	9	12	
0.00275875	8	7	12	
0.00338624	8	8	12	
0.00368873	8	8	10	
0.00371071	8	8	8	
0.00384853	6	8	8	
0.00637559	6	8	6	
0.00903506	6	6	6	
0.0106562	6	7	6	
0.0107797	6	7	7	
0.0112667	6	7	8	
0.0188838	6	7	6	
0.0188945	6	7	7	
0.0200504	6	8	7	
0.0229164	6	8	5	
0.0239609	6	6	5	
0.0246239	6	7	5	
0.0252278	7	7	5	
0.0271909	8	7	5	
0.0279286	8	7	6	
0.0281213	8	7	7	
0.0311312	8	7	5	
0.0318932	8	8	5	
0.0322666	6	8	5	
0.0354498	6	8	6	
0.0356614	6	9	6	
0.0377494	6	7	6	
0.0385985	7	7	6	
0.0398671	7	8	6	
0.0403442	7	9	6	
0.0410017	7	9	7	
0.0438102	8	9	7	
0.0446514	8	10	7	
0.0467765	8	10	8	
0.0509768	9	10	8	
0.0511838	10	10	8	
0.0525247	11	10	8	
0.0543156	12	10	8	
0.0579404	10	10	8	
0.059472	10	10	9	
0.0617276	10	11	9	
0.0639954	10	11	10	
0.0645973	10	11	11	
0.06614	10	9	11	
0.0666496	11	9	11	
0.0695988	9	9	11	
0.0718704	9	9	9	
0.0838175	9	10	9	
0.0885183	9	10	7	
0.100813	10	10	7	
0.101018	11	10	7	
0.102598	11	10	8	
0.105788	11	11	8	
0.106558	11	9	8	
0.108719	11	9	6	
0.109167	9	9	6	
0.109978	9	9	7	
0.116897	9	7	7	
0.12136	9	7	8	
0.123284	9	5	8	
0.126833	10	5	8	
0.129171	10	5	9	
0.129284	11	5	9	
0.129751	11	5	7	
0.131885	9	5	7	
0.142995	9	5	8	
0.144717	7	5	8	
0.145009	8	5	8	
0.145114	8	6	8	
0.145172	9	6	8	
0.146315	9	6	6	
0.151093	9	6	7	
0.157184	10	6	7	
0.157879	8	6	7	
0.159004	9	6	7	
0.16021	10	6	7	
0.163737	11	6	7	
0.165421	11	4	7	
0.168057	9	4	7	
0.173635	9	5	7	
0.175842	9	5	8	
0.180256	9	5	9	
0.180305	10	5	9	
0.182369	10	5	7	
0.184767	10	5	5	
0.185384	11	5	5	
0.185986	12	5	5	
0.190179	10	5	5	
0.191533	8	5	5	
0.194112	9	5	5	
0.195411	7	5	5	
0.198899	7	6	5	
0.200878	7	6	6	
0.205772	7	7	6	
0.208195	8	7	6	
0.208536	9	7	6	
0.210102	9	8	6	
0.211019	9	6	6	
0.215776	9	6	4	
0.217699	9	7	4	
0.220557	7	7	4	
0.220811	7	8	4	
0.225911	7	6	4	
0.234783	7	6	5	
0.235472	7	7	5	
0.23742	7	8	5	
0.237527	7	8	6	
0.240593	7	8	7	
0.243899	7	6	7	
0.245264	8	6	7	
0.24605	8	7	7	
